Season,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,ShPct,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP,Sv%,Winner
2012-2013,Damien Brunner,Detroit,44,533:31:00,8,6,5,14,86,123,166,9.3,0.9,0.67,0.56,1.57,9.67,13.83,18.67,34.8,26.1,60.9,0,0
2014-2015,Damon Severson,New Jersey,51,899:02:00,4,4,0,8,69,105,156,5.8,0.27,0.27,0,0.53,4.6,7.01,10.41,17.4,17.4,34.8,0,0
2015-2016,Damon Severson,New Jersey,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Dan Boyle,New York Rangers,65,1051:50:00,6,6,1,12,71,103,154,8.45,0.34,0.34,0.06,0.68,4.05,5.88,8.78,15.8,15.8,31.6,0,0
2013-2014,Dan Boyle,San Jose,75,1229:55:00,5,8,4,13,90,116,177,5.56,0.24,0.39,0.2,0.63,4.39,5.66,8.63,12.8,20.5,33.3,0,0
2012-2013,Dan Boyle,San Jose,46,778:33:00,1,4,2,5,50,86,130,2,0.08,0.31,0.15,0.39,3.85,6.63,10.02,3.3,13.3,16.7,0,0
2011-2012,Dan Boyle,San Jose,81,1517:33:00,4,24,5,28,139,190,290,2.88,0.16,0.95,0.2,1.11,5.5,7.51,11.47,6.3,38.1,44.4,0,0
2010-2011,Dan Boyle,San Jose,76,1410:28:00,5,16,7,21,98,144,207,5.1,0.21,0.68,0.3,0.89,4.17,6.13,8.81,8.3,26.7,35,0,0
2015-2016,Dan Boyle,New York Rangers,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Dan Carcillo,Chicago,39,317:31:00,4,4,3,8,42,61,72,9.52,0.76,0.76,0.57,1.51,7.94,11.53,13.61,36.4,36.4,72.7,0,1
2013-2014,Dan Carcillo,New York Rangers,57,522:19:00,4,1,0,5,44,68,100,9.09,0.46,0.11,0,0.57,5.05,7.81,11.49,28.6,7.1,35.7,0,0
2012-2013,Dan Carcillo,Chicago,23,204:50:00,2,1,1,3,23,27,42,8.7,0.59,0.29,0.29,0.88,6.74,7.91,12.3,22.2,11.1,33.3,0,1
2011-2012,Dan Carcillo,Chicago,28,308:43:00,1,8,5,9,23,37,50,4.35,0.19,1.55,0.97,1.75,4.47,7.19,9.72,6.2,50,56.2,0,0
2010-2011,Dan Carcillo,Philadelphia,57,431:22:00,4,2,1,6,55,65,85,7.27,0.56,0.28,0.14,0.83,7.65,9.04,11.82,57.1,28.6,85.7,0,0
2014-2015,Dan Cleary,Detroit,17,146:45:00,1,1,0,2,15,20,26,6.67,0.41,0.41,0,0.82,6.13,8.18,10.63,50,50,100,0,0
2013-2014,Dan Cleary,Detroit,52,551:08:00,4,2,2,6,53,66,86,7.55,0.44,0.22,0.22,0.65,5.77,7.19,9.36,36.4,18.2,54.5,0,0
2012-2013,Dan Cleary,Detroit,48,590:13:00,2,5,1,7,72,88,105,2.78,0.2,0.51,0.1,0.71,7.32,8.95,10.67,15.4,38.5,53.8,0,0
2011-2012,Dan Cleary,Detroit,75,920:26:00,9,19,9,28,162,201,243,5.56,0.59,1.24,0.59,1.83,10.56,13.1,15.84,23.1,48.7,71.8,0,0
2010-2011,Dan Cleary,Detroit,68,900:07:00,18,15,11,33,148,204,245,12.16,1.2,1,0.73,2.2,9.87,13.6,16.33,43.9,36.6,80.5,0,0
2015-2016,Dan Ellis,Washington,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Dan Ellis,Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914,
2013-2014,Dan Ellis,Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,
2012-2013,Dan Ellis,Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906,
2011-2012,Dan Ellis,Anaheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911,
2010-2011,Dan Ellis,Tampa Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898,
2014-2015,Dan Girardi,New York Rangers,82,1423:34:00,3,13,8,16,69,96,156,4.35,0.13,0.55,0.34,0.67,2.91,4.05,6.58,5.1,22,27.1,0,0
2013-2014,Dan Girardi,New York Rangers,81,1423:52:00,3,12,3,15,68,97,167,4.41,0.13,0.51,0.13,0.63,2.87,4.09,7.04,5.4,21.4,26.8,0,0
2012-2013,Dan Girardi,New York Rangers,46,882:32:00,1,9,2,10,58,97,135,1.72,0.07,0.61,0.14,0.68,3.94,6.59,9.18,3.8,34.6,38.5,0,0
2011-2012,Dan Girardi,New York Rangers,82,1618:34:00,3,12,4,15,86,123,182,3.49,0.11,0.44,0.15,0.56,3.19,4.56,6.75,5.2,20.7,25.9,0,0
2010-2011,Dan Girardi,New York Rangers,80,1437:36:00,2,17,7,19,60,95,152,3.33,0.08,0.71,0.29,0.79,2.5,3.96,6.34,3.9,33.3,37.3,0,0
2015-2016,Dan Girardi,New York Rangers,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Dan Hamhuis,Vancouver,59,960:19:00,0,13,6,13,67,93,138,0,0,0.81,0.37,0.81,4.19,5.81,8.62,0,34.2,34.2,0,0
2013-2014,Dan Hamhuis,Vancouver,79,1405:32:00,5,14,10,19,116,157,243,4.31,0.21,0.6,0.43,0.81,4.95,6.7,10.37,8.1,22.6,30.6,0,0
2012-2013,Dan Hamhuis,Vancouver,47,791:57:00,3,12,5,15,45,79,132,6.67,0.23,0.91,0.38,1.14,3.41,5.99,10,8.6,34.3,42.9,0,0
2011-2012,Dan Hamhuis,Vancouver,82,1414:26:00,3,19,8,22,91,140,238,3.3,0.13,0.81,0.34,0.93,3.86,5.94,10.1,4.2,26.4,30.6,0,0
2010-2011,Dan Hamhuis,Vancouver,64,1081:38:00,2,12,3,14,85,115,183,2.35,0.11,0.67,0.17,0.78,4.72,6.38,10.15,3.8,22.6,26.4,0,0
2015-2016,Dan Hamhuis,Vancouver,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Dan Sexton,Anaheim,47,513:49:00,2,8,6,10,71,97,105,2.82,0.23,0.93,0.7,1.17,8.29,11.33,12.26,16.7,66.7,83.3,0,0
2013-2014,Dana Tyrell,Tampa Bay,7,53:56:00,0,0,0,0,4,4,4,0,0,0,0,0,4.45,4.45,4.45,0,0,0,0,0
2012-2013,Dana Tyrell,Tampa Bay,21,188:13:00,1,3,2,4,15,26,30,6.67,0.32,0.96,0.64,1.28,4.78,8.29,9.56,16.7,50,66.7,0,0
2011-2012,Dana Tyrell,Tampa Bay,26,226:37:00,0,5,3,5,22,32,40,0,0,1.32,0.79,1.32,5.82,8.47,10.59,0,83.3,83.3,0,0
2010-2011,Dana Tyrell,Tampa Bay,78,786:30:00,6,8,3,14,64,87,106,9.38,0.46,0.61,0.23,1.07,4.88,6.64,8.09,30,40,70,0,0
2011-2012,Dane Byers,Columbus,8,57:24:00,0,0,0,0,7,7,7,0,0,0,0,0,7.32,7.32,7.32,0,0,0,0,0
2013-2014,Daniel Alfredsson,Detroit,68,865:04:00,11,16,8,27,92,125,159,11.96,0.76,1.11,0.55,1.87,6.38,8.67,11.03,34.4,50,84.4,0,0
2012-2013,Daniel Alfredsson,Ottawa,47,646:04:00,5,4,3,9,59,86,121,8.47,0.46,0.37,0.28,0.84,5.48,7.99,11.24,23.8,19,42.9,0,0
2011-2012,Daniel Alfredsson,Ottawa,75,1039:22:00,13,20,15,33,124,172,224,10.48,0.75,1.15,0.87,1.91,7.16,9.93,12.93,28.9,44.4,73.3,0,0
2010-2011,Daniel Alfredsson,Ottawa,54,720:12:00,6,10,7,16,65,87,123,9.23,0.5,0.83,0.58,1.33,5.42,7.25,10.25,26.1,43.5,69.6,0,0
2012-2013,Daniel Bang,Nashville,8,97:57:00,0,2,1,2,13,19,24,0,0,1.23,0.61,1.23,7.96,11.64,14.7,0,66.7,66.7,0,0
2014-2015,Daniel Briere,Colorado,57,602:51:00,7,4,1,11,62,85,96,11.29,0.7,0.4,0.1,1.09,6.17,8.46,9.55,50,28.6,78.6,0,0
2013-2014,Daniel Briere,Montreal,69,749:14:00,9,8,5,17,98,127,163,9.18,0.72,0.64,0.4,1.36,7.85,10.17,13.05,31,27.6,58.6,0,0
2012-2013,Daniel Briere,Philadelphia,34,421:45:00,2,7,4,9,56,68,94,3.57,0.28,1,0.57,1.28,7.97,9.67,13.37,14.3,50,64.3,0,0
2011-2012,Daniel Briere,Philadelphia,70,912:57:00,8,15,9,23,120,154,206,6.67,0.53,0.99,0.59,1.51,7.89,10.12,13.54,21.1,39.5,60.5,0,0
2010-2011,Daniel Briere,Philadelphia,77,1107:28:00,25,23,14,48,184,223,279,13.59,1.35,1.25,0.76,2.6,9.97,12.08,15.12,39.7,36.5,76.2,0,0
2014-2015,Daniel Paille,Boston,71,701:47:00,5,6,5,11,60,91,106,8.33,0.43,0.51,0.43,0.94,5.13,7.78,9.06,41.7,50,91.7,0,0
2013-2014,Daniel Paille,Boston,72,671:12:00,8,9,7,17,61,81,101,13.11,0.72,0.8,0.63,1.52,5.45,7.24,9.03,36.4,40.9,77.3,0,0
2012-2013,Daniel Paille,Boston,46,494:14:00,8,6,5,14,59,72,87,13.56,0.97,0.73,0.61,1.7,7.16,8.74,10.56,44.4,33.3,77.8,0,0
2011-2012,Daniel Paille,Boston,69,690:08:00,7,6,4,13,79,103,123,8.86,0.61,0.52,0.35,1.13,6.87,8.95,10.69,35,30,65,0,0
2010-2011,Daniel Paille,Boston,43,427:18:00,5,7,6,12,43,58,68,11.63,0.7,0.98,0.84,1.69,6.04,8.14,9.55,31.2,43.8,75,0,1
2014-2015,Daniel Sedin,Vancouver,82,1098:44:00,11,25,16,36,158,212,269,6.96,0.6,1.37,0.87,1.97,8.63,11.58,14.69,28.2,64.1,92.3,0,0
2013-2014,Daniel Sedin,Vancouver,73,1081:13:00,11,18,14,29,157,205,248,7.01,0.61,1,0.78,1.61,8.71,11.38,13.76,25.6,41.9,67.4,0,0
2012-2013,Daniel Sedin,Vancouver,47,674:06:00,8,17,10,25,107,133,165,7.48,0.71,1.51,0.89,2.23,9.52,11.84,14.69,25.8,54.8,80.6,0,0
2011-2012,Daniel Sedin,Vancouver,72,1021:21:00,15,22,13,37,158,219,283,9.49,0.88,1.29,0.76,2.17,9.28,12.87,16.63,30.6,44.9,75.5,0,0
2010-2011,Daniel Sedin,Vancouver,82,1145:10:00,22,35,23,57,188,251,317,11.7,1.15,1.83,1.21,2.99,9.85,13.15,16.61,32.4,51.5,83.8,0,0
2015-2016,Daniel Sedin,Vancouver,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Daniel Taylor,Calgary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912,
2014-2015,Daniel Winnik,Pittsburgh,79,1021:52:00,9,21,14,30,91,128,157,9.89,0.53,1.23,0.82,1.76,5.34,7.52,9.22,22,51.2,73.2,0,0
2013-2014,Daniel Winnik,Anaheim,76,938:18:00,4,22,17,26,109,148,188,3.67,0.26,1.41,1.09,1.66,6.97,9.46,12.02,11.4,62.9,74.3,0,0
2012-2013,Daniel Winnik,Anaheim,48,653:17:00,6,11,5,17,84,109,131,7.14,0.55,1.01,0.46,1.56,7.71,10.01,12.03,26.1,47.8,73.9,0,0
2011-2012,Daniel Winnik,San Jose,84,1131:18:00,6,13,7,19,158,221,274,3.8,0.32,0.69,0.37,1.01,8.38,11.72,14.53,20.7,44.8,65.5,0,0
2010-2011,Daniel Winnik,Colorado,80,1034:10:00,6,11,8,17,139,182,229,4.32,0.35,0.64,0.46,0.99,8.06,10.56,13.29,24,44,68,0,0
2015-2016,Daniel Winnik,Toronto,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Danny Biega,Carolina,10,156:24:00,0,2,0,2,7,12,23,0,0,0.77,0,0.77,2.69,4.6,8.82,0,40,40,0,0
2014-2015,Danny Dekeyser,Detroit,80,1293:18:00,2,19,5,21,70,114,159,2.86,0.09,0.88,0.23,0.97,3.25,5.29,7.38,3.8,36.5,40.4,0,0
2013-2014,Danny Dekeyser,Detroit,65,1077:24:00,2,11,2,13,63,88,132,3.17,0.11,0.61,0.11,0.72,3.51,4.9,7.35,5.4,29.7,35.1,0,0
2012-2013,Danny Dekeyser,Detroit,11,162:39:00,0,1,1,1,12,17,24,0,0,0.37,0.37,0.37,4.43,6.27,8.85,0,25,25,0,0
2015-2016,Danny Dekeyser,Detroit,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Danny Syvret,Philadelphia,10,136:12:00,1,0,0,1,7,12,25,14.29,0.44,0,0,0.44,3.08,5.29,11.01,33.3,0,33.3,0,0
2014-2015,Dany Heatley,Anaheim,6,63:50:00,0,0,0,0,7,10,12,0,0,0,0,0,6.58,9.4,11.28,0,0,0,0,0
2013-2014,Dany Heatley,Minnesota,76,912:19:00,8,10,7,18,74,102,137,10.81,0.53,0.66,0.46,1.18,4.87,6.71,9.01,30.8,38.5,69.2,0,0
2012-2013,Dany Heatley,Minnesota,36,519:55:00,7,5,4,12,51,69,91,13.73,0.81,0.58,0.46,1.38,5.89,7.96,10.5,38.9,27.8,66.7,0,0
2011-2012,Dany Heatley,Minnesota,82,1299:38:00,12,16,10,28,148,205,272,8.11,0.55,0.74,0.46,1.29,6.83,9.46,12.56,28.6,38.1,66.7,0,0
2010-2011,Dany Heatley,San Jose,80,1175:39:00,13,18,11,31,142,203,270,9.15,0.66,0.92,0.56,1.58,7.25,10.36,13.78,23.2,32.1,55.4,0,0
2011-2012,Darcy Hordichuk,Edmonton,43,186:24:00,1,2,2,3,27,31,37,3.7,0.32,0.64,0.64,0.97,8.69,9.98,11.91,33.3,66.7,100,0,0
2010-2011,Darcy Hordichuk,Florida,64,323:03:00,1,4,1,5,32,44,60,3.12,0.19,0.74,0.19,0.93,5.94,8.17,11.14,11.1,44.4,55.6,0,0
2015-2016,Darcy Kuemper,Minnesota,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Darcy Kuemper,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905,
2013-2014,Darcy Kuemper,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915,
2012-2013,Darcy Kuemper,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916,
2013-2014,Darren Archibald,Vancouver,16,123:25:00,1,2,1,3,11,15,20,9.09,0.49,0.97,0.49,1.46,5.35,7.29,9.72,16.7,33.3,50,0,0
2014-2015,Darren Helm,Detroit,75,908:42:00,8,12,11,20,125,166,219,6.4,0.53,0.79,0.73,1.32,8.25,10.96,14.46,23.5,35.3,58.8,0,0
2013-2014,Darren Helm,Detroit,42,495:47:00,8,7,3,15,63,87,120,12.7,0.97,0.85,0.36,1.82,7.62,10.53,14.52,36.4,31.8,68.2,0,0
2011-2012,Darren Helm,Detroit,68,796:20:00,9,17,10,26,108,152,221,8.33,0.68,1.28,0.75,1.96,8.14,11.45,16.65,26.5,50,76.5,0,0
2010-2011,Darren Helm,Detroit,82,810:47:00,9,17,10,26,154,202,250,5.84,0.67,1.26,0.74,1.92,11.4,14.95,18.5,25,47.2,72.2,0,0
2015-2016,Darren Helm,Detroit,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Darroll Powe,New York Rangers,42,302:58:00,0,0,0,0,22,36,46,0,0,0,0,0,4.36,7.13,9.11,0,0,0,0,0
2011-2012,Darroll Powe,Minnesota,82,925:55:00,6,7,5,13,98,141,172,6.12,0.39,0.45,0.32,0.84,6.35,9.14,11.15,30,35,65,0,0
2010-2011,Darroll Powe,Philadelphia,81,709:43:00,3,9,7,12,61,86,121,4.92,0.25,0.76,0.59,1.01,5.16,7.27,10.23,14.3,42.9,57.1,0,0
2011-2012,Darryl Boyce,Columbus,37,324:18:00,1,4,3,5,24,35,48,4.17,0.18,0.74,0.56,0.93,4.44,6.48,8.88,16.7,66.7,83.3,0,0
2010-2011,Darryl Boyce,Toronto,46,477:26:00,5,8,3,13,26,43,62,19.23,0.63,1.01,0.38,1.63,3.27,5.4,7.79,17.2,27.6,44.8,0,0
2014-2015,Dave Bolland,Florida,53,648:39:00,4,9,7,13,64,89,104,6.25,0.37,0.83,0.65,1.2,5.92,8.23,9.62,15.4,34.6,50,0,0
2013-2014,Dave Bolland,Toronto,23,271:39:00,3,3,2,6,24,32,40,12.5,0.66,0.66,0.44,1.33,5.3,7.07,8.83,37.5,37.5,75,0,0
2012-2013,Dave Bolland,Chicago,35,425:21:00,5,4,3,9,32,38,51,15.62,0.71,0.56,0.42,1.27,4.51,5.36,7.19,31.2,25,56.2,0,1
2011-2012,Dave Bolland,Chicago,76,910:55:00,7,9,6,16,89,113,149,7.87,0.46,0.59,0.4,1.05,5.86,7.44,9.81,21.2,27.3,48.5,0,0
2010-2011,Dave Bolland,Chicago,61,782:07:00,10,13,10,23,82,114,139,12.2,0.77,1,0.77,1.76,6.29,8.75,10.66,29.4,38.2,67.6,0,0
2015-2016,Dave Bolland,Florida,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Dave Dziurzynski,Ottawa,12,146:23:00,2,0,0,2,20,24,27,10,0.82,0,0,0.82,8.2,9.84,11.07,66.7,0,66.7,0,0
2014-2015,David Backes,St. Louis,80,1087:19:00,15,24,13,39,134,194,224,11.19,0.83,1.32,0.72,2.15,7.39,10.71,12.36,27.3,43.6,70.9,0,0
2013-2014,David Backes,St. Louis,74,1041:53:00,12,23,10,35,122,162,197,9.84,0.69,1.32,0.58,2.02,7.03,9.33,11.34,25.5,48.9,74.5,0,0
2012-2013,David Backes,St. Louis,48,709:16:00,4,15,11,19,83,114,136,4.82,0.34,1.27,0.93,1.61,7.02,9.64,11.5,15.4,57.7,73.1,0,0
2011-2012,David Backes,St. Louis,82,1202:23:00,11,17,8,28,174,240,299,6.32,0.55,0.85,0.4,1.4,8.68,11.98,14.92,25.6,39.5,65.1,0,0
2010-2011,David Backes,St. Louis,82,1180:21:00,21,17,9,38,158,227,274,13.29,1.07,0.86,0.46,1.93,8.03,11.54,13.93,31.3,25.4,56.7,0,0
2015-2016,David Backes,St. Louis,,,,,,,,,,,,,,,,,,,,,,
2014-2015,David Booth,Toronto,59,612:51:00,7,5,4,12,95,127,159,7.37,0.69,0.49,0.39,1.17,9.3,12.43,15.57,50,35.7,85.7,0,0
2013-2014,David Booth,Vancouver,66,831:16:00,9,8,5,17,111,163,216,8.11,0.65,0.58,0.36,1.23,8.01,11.77,15.59,34.6,30.8,65.4,0,0
2012-2013,David Booth,Vancouver,12,145:54:00,0,2,0,2,26,35,40,0,0,0.82,0,0.82,10.69,14.39,16.45,0,66.7,66.7,0,0
2011-2012,David Booth,Vancouver,62,784:29:00,11,8,5,19,120,154,206,9.17,0.84,0.61,0.38,1.45,9.18,11.78,15.76,44,32,76,0,0
2010-2011,David Booth,Florida,82,1233:42:00,14,13,8,27,215,290,376,6.51,0.68,0.63,0.39,1.31,10.46,14.1,18.29,31.1,28.9,60,0,0
2014-2015,David Clarkson,Columbus,61,706:38:00,8,5,1,13,74,113,134,10.81,0.68,0.42,0.08,1.1,6.28,9.59,11.38,33.3,20.8,54.2,0,0
2013-2014,David Clarkson,Toronto,60,821:19:00,4,5,5,9,94,122,158,4.26,0.29,0.37,0.37,0.66,6.87,8.91,11.54,21.1,26.3,47.4,0,0
2012-2013,David Clarkson,New Jersey,48,632:19:00,8,6,2,14,125,160,188,6.4,0.76,0.57,0.19,1.33,11.86,15.18,17.84,42.1,31.6,73.7,0,0
2011-2012,David Clarkson,New Jersey,80,1025:28:00,18,8,3,26,177,226,269,10.17,1.05,0.47,0.18,1.52,10.36,13.22,15.74,51.4,22.9,74.3,0,0
2010-2011,David Clarkson,New Jersey,82,965:17:00,11,5,3,16,173,226,263,6.36,0.68,0.31,0.19,0.99,10.75,14.05,16.35,57.9,26.3,84.2,0,0
2015-2016,David Clarkson,Columbus,,,,,,,,,,,,,,,,,,,,,,
2014-2015,David Desharnais,Montreal,82,1136:59:00,8,23,11,31,71,97,138,11.27,0.42,1.21,0.58,1.64,3.75,5.12,7.28,15.1,43.4,58.5,0,0
2013-2014,David Desharnais,Montreal,79,1076:49:00,10,22,15,32,75,99,129,13.33,0.56,1.23,0.84,1.78,4.18,5.52,7.19,20.4,44.9,65.3,0,0
2012-2013,David Desharnais,Montreal,48,612:42:00,8,13,7,21,54,73,88,14.81,0.78,1.27,0.69,2.06,5.29,7.15,8.62,25,40.6,65.6,0,0
2011-2012,David Desharnais,Montreal,81,1112:57:00,10,23,15,33,66,82,111,15.15,0.54,1.24,0.81,1.78,3.56,4.42,5.98,17.2,39.7,56.9,0,0
2010-2011,David Desharnais,Montreal,43,412:36:00,4,9,4,13,40,47,62,10,0.58,1.31,0.58,1.89,5.82,6.83,9.02,25,56.2,81.2,0,0
2015-2016,David Desharnais,Montreal,,,,,,,,,,,,,,,,,,,,,,
2010-2011,David Hale,Ottawa,25,364:13:00,1,3,1,4,19,23,34,5.26,0.16,0.49,0.16,0.66,3.13,3.79,5.6,6.7,20,26.7,0,0
2014-2015,David Jones,Calgary,67,871:19:00,11,15,10,26,105,149,188,10.48,0.76,1.03,0.69,1.79,7.23,10.26,12.95,33.3,45.5,78.8,0,0
2013-2014,David Jones,Calgary,48,627:41:00,6,7,6,13,90,117,143,6.67,0.57,0.67,0.57,1.24,8.6,11.18,13.67,28.6,33.3,61.9,0,0
2012-2013,David Jones,Colorado,33,428:22:00,1,6,5,7,51,66,85,1.96,0.14,0.84,0.7,0.98,7.14,9.24,11.91,11.1,66.7,77.8,0,0
2011-2012,David Jones,Colorado,72,907:37:00,12,13,7,25,96,143,190,12.5,0.79,0.86,0.46,1.65,6.35,9.45,12.56,37.5,40.6,78.1,0,0
2010-2011,David Jones,Colorado,77,1012:40:00,18,14,9,32,116,157,203,15.52,1.07,0.83,0.53,1.9,6.87,9.3,12.03,40.9,31.8,72.7,0,0
2015-2016,David Jones,Calgary,,,,,,,,,,,,,,,,,,,,,,
2010-2011,David Koci,Colorado,35,142:26:00,1,0,0,1,9,10,15,11.11,0.42,0,0,0.42,3.79,4.21,6.32,33.3,0,33.3,0,0
2014-2015,David Krejci,Boston,47,673:53:00,5,14,6,19,51,75,91,9.8,0.45,1.25,0.53,1.69,4.54,6.68,8.1,17.9,50,67.9,0,0
2013-2014,David Krejci,Boston,80,1210:07:00,13,31,15,44,132,175,209,9.85,0.64,1.54,0.74,2.18,6.54,8.68,10.36,21,50,71,0,0
2012-2013,David Krejci,Boston,47,706:03:00,10,14,11,24,79,110,141,12.66,0.85,1.19,0.93,2.04,6.71,9.35,11.98,28.6,40,68.6,0,0
2011-2012,David Krejci,Boston,79,1140:19:00,18,27,16,45,107,150,196,16.82,0.95,1.42,0.84,2.37,5.63,7.89,10.31,31.6,47.4,78.9,0,0
2010-2011,David Krejci,Boston,75,1065:10:00,11,34,23,45,105,142,187,10.48,0.62,1.92,1.3,2.53,5.91,8,10.53,20.8,64.2,84.9,0,1
2015-2016,David Krejci,Boston,,,,,,,,,,,,,,,,,,,,,,
2014-2015,David Legwand,Ottawa,80,763:04:00,3,7,3,10,57,74,107,5.26,0.24,0.55,0.24,0.79,4.48,5.82,8.41,13.6,31.8,45.5,0,0
2013-2014,David Legwand,Detroit,83,1101:45:00,7,21,11,28,109,145,170,6.42,0.38,1.14,0.6,1.52,5.94,7.9,9.26,17.1,51.2,68.3,0,0
2012-2013,David Legwand,Nashville,48,685:26:00,10,9,5,19,52,75,89,19.23,0.88,0.79,0.44,1.66,4.55,6.57,7.79,35.7,32.1,67.9,0,0
2011-2012,David Legwand,Nashville,78,1096:36:00,10,16,14,26,108,140,174,9.26,0.55,0.88,0.77,1.42,5.91,7.66,9.52,22.7,36.4,59.1,0,0
2010-2011,David Legwand,Nashville,64,912:25:00,12,17,9,29,106,138,172,11.32,0.79,1.12,0.59,1.91,6.97,9.07,11.31,29.3,41.5,70.7,0,0
2015-2016,David Legwand,Buffalo,,,,,,,,,,,,,,,,,,,,,,
2010-2011,David Leneveu,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,
2011-2012,David Mcintyre,Minnesota,7,70:19:00,1,1,0,2,6,9,12,16.67,0.85,0.85,0,1.71,5.12,7.68,10.24,50,50,100,0,0
2014-2015,David Moss,Arizona,60,649:27:00,3,4,2,7,81,112,144,3.7,0.28,0.37,0.18,0.65,7.48,10.35,13.3,27.3,36.4,63.6,0,0
2013-2014,David Moss,Arizona,79,921:42:00,8,12,4,20,138,193,244,5.8,0.52,0.78,0.26,1.3,8.98,12.56,15.88,23.5,35.3,58.8,0,0
2012-2013,David Moss,Arizona,45,562:26:00,3,14,10,17,73,105,137,4.11,0.32,1.49,1.07,1.81,7.79,11.2,14.62,13.6,63.6,77.3,0,0
2011-2012,David Moss,Calgary,32,364:31:00,2,5,3,7,75,100,125,2.67,0.33,0.82,0.49,1.15,12.35,16.46,20.58,22.2,55.6,77.8,0,0
2010-2011,David Moss,Calgary,58,601:32:00,12,11,3,23,103,134,161,11.65,1.2,1.1,0.3,2.29,10.27,13.37,16.06,40,36.7,76.7,0,0
2014-2015,David Musil,Edmonton,4,71:20:00,0,1,1,1,3,4,7,0,0,0.84,0.84,0.84,2.52,3.36,5.89,0,33.3,33.3,0,0
2014-2015,David Pastrnak,Boston,46,534:49:00,7,15,7,22,76,111,144,9.21,0.79,1.68,0.79,2.47,8.53,12.45,16.16,25.9,55.6,81.5,0,0
2015-2016,David Pastrnak,Boston,,,,,,,,,,,,,,,,,,,,,,
2014-2015,David Perron,Pittsburgh,81,1129:22:00,14,17,9,31,144,179,241,9.72,0.74,0.9,0.48,1.65,7.65,9.51,12.8,32.6,39.5,72.1,0,0
2013-2014,David Perron,Edmonton,78,1161:56:00,17,20,13,37,165,212,279,10.3,0.88,1.03,0.67,1.91,8.52,10.95,14.41,35.4,41.7,77.1,0,0
2012-2013,David Perron,St. Louis,48,673:31:00,8,10,3,18,61,76,105,13.11,0.71,0.89,0.27,1.6,5.43,6.77,9.35,38.1,47.6,85.7,0,0
2011-2012,David Perron,St. Louis,57,793:20:00,13,12,8,25,71,105,127,18.31,0.98,0.91,0.6,1.89,5.37,7.94,9.61,36.1,33.3,69.4,0,0
2010-2011,David Perron,St. Louis,10,129:02:00,5,1,1,6,15,19,22,33.33,2.33,0.47,0.47,2.79,6.97,8.83,10.23,71.4,14.3,85.7,0,0
2015-2016,David Perron,Pittsburgh,,,,,,,,,,,,,,,,,,,,,,
2014-2015,David Rundblad,Chicago,49,581:11:00,3,9,5,12,51,76,128,5.88,0.31,0.93,0.52,1.24,5.27,7.85,13.21,9.7,29,38.7,0,1
2013-2014,David Rundblad,Chicago,17,205:59:00,0,0,0,0,18,26,42,0,0,0,0,0,5.24,7.57,12.23,0,0,0,0,0
2012-2013,David Rundblad,Arizona,8,76:20:00,0,1,1,1,7,11,14,0,0,0.79,0.79,0.79,5.5,8.65,11,0,50,50,0,0
2011-2012,David Rundblad,Arizona,30,365:03:00,0,4,2,4,22,33,62,0,0,0.66,0.33,0.66,3.62,5.42,10.19,0,30.8,30.8,0,0
2015-2016,David Rundblad,Chicago,,,,,,,,,,,,,,,,,,,,,,
2014-2015,David Savard,Columbus,82,1405:04:00,6,10,2,16,86,139,191,6.98,0.26,0.43,0.09,0.68,3.67,5.94,8.16,11.5,19.2,30.8,0,0
2013-2014,David Savard,Columbus,70,1070:51:00,4,6,2,10,57,76,123,7.02,0.22,0.34,0.11,0.56,3.19,4.26,6.89,10.3,15.4,25.6,0,0
